_Date	_Time	_Notes	_Run Type	Battle Date	Armor Shards	Basic	Black Hole Damage	Boss	Cannon Shards	Cash earned	Cash From Golden Tower	Cells Earned	Chain Lightning Damage	Coins earned	Coins Fetched	Coins From Black Hole	Coins from Blackhole	Coins from Coin Bonuses	Coins from Coin Upgrade	Coins From Death Wave	Coins From Golden Tower	Coins From Orb	Coins from Orbs	Coins From Spotlight	Coins per hour	Coins Stolen	Commander	Commanders	Common Modules	Core Shards	Damage	Damage dealt	Damage Gain From Berserk	Damage Taken	Damage Taken Wall	Damage Taken While Berserked	Death Defy	Death Ray Damage	Death Wave Damage	Destroyed by Death Ray	Destroyed by Land Mine	Destroyed By Orbs	Destroyed by Thorns	Destroyed in Golden Bot	Destroyed in Spotlight	Enemies Hit by Orbs	Fast	Flame Bot Damage	Free Attack Upgrade	Free Defense Upgrade	Free Utility Upgrade	Game Time	Gem Blocks Tapped	Gems	Generator Shards	Golden Bot Coins Earned	Guardian catches	Guardian coins stolen	HP From Death Wave	Inner Land Mine Damage	Interest earned	Killed By	Land Mine Damage	Land Mines Spawned	Lifesteal	Medals	Orb Damage	Orb Hits	Overcharge	Overcharges	Projectiles Count	Projectiles Damage	Protector	Ranged	Rare Modules	Rays	Real Time	Recovery Packages	Rend Armor Damage	Reroll Shards	Reroll Shards Earned	Saboteur	Saboteurs	Scatters	Smart Missile Damage	Summoned enemies	Swamp Damage	Tagged by Deathwave	Tank	Thorn damage	Thunder Bot Stuns	Tier	Total Elites	Total Enemies	Vampires	Wave	Waves Skipped
2025-09-07	18:51:00		farm		21	384373	2.63O	508	12	$13.23B	$8.46B	72.71K	1.44M	3.27T	7.84B		73.29B	2.74T	209.54B	7.54B	218.13B		0	0		5.64B		0	2	15	0	41.04O	x8.00	734.03T	120.83q	3.09Q	1	0	11.76Q	0	32607	595177	76475				178339	0	872	1063	975	1d 18h 10m 47s	10	0	21	3.02B	0		0.00	308.93Q	$13.38M	Fast	34.48s	280105	234.41B	0	31.05O	597.90K		0	12.94M	369.64s	989	151800	1	1497	8h 41m 33s	3916	321.45s	256	8.26K		0	1476	0		0		172617	7.36O	0	10	4445	934796	1472	6671	1561
2025-09-07	09:28:00		farm		21	378464	1.84O	506	24	$2.06B	$970.68M	69.83K	0	3.01T	6.54B		69.32B	2.51T	195.25B	7.17B	205.78B		0	0		5.02B		0	3	15	0	27.51O	x8.00	797.37T	114.19q	2.91Q	0	0	2.61Q	0	26698	585909	79060				173998	0	1286	1419	1015	1d 18h 23m 20s	3	0	12	2.75B	0		0.00	242.18Q	$13.27M	Basic	4.55s	274330	64.71B	3	20.57O	588.23K		0	12.82M	76.51s	959	147094	0	1469	8h 41m 34s	3910	66.65s	368	7.30K		0	1481	0		0		166853	5.11O	0	10	4371	913666	1421	6581	1513
2025-09-07	00:14:00		farm		15	382759	2.31O	508	15	$6.82B	$4.18B	72.76K	555.60Q	3.06T	6.34B		68.33B	2.58T	189.05B	7.04B	202.58B		0	0		4.59B		0	0	9	0	34.56O	x8.00	795.53T	124.78q	3.01Q	0	0	3.22Q	0	31386	573666	74244				177210	0	1068	1027	964	1d 18h 28m 8s	10	20	18	2.86B	0		0.00	50.27Q	$13.41M	Basic	4.41s	277743	109.72T	7	26.03O	576.30K		0	12.68M	80.05s	981	150537	0	1456	8h 47m 44s	3952	69.44s	304	7.77K		0	1486	782.44q		210.61s		170714	6.21O	0	10	4420	928936	1478	6641	1520
2025-09-06	15:20:00	Dropped Energy Shield for Super Tower, changed priority to closest at top, upgraded armor thorns mod from epic to mythic (+5%). Cannon was Death Penalty	tournament		0	61044	800.99Q	131	0	$340.35M	$266.61M	692	21.86s	5.70B	0		202.68M	4.90B	172.87M	20.80M	376.86M		0	0		0		0	0	0	363.08q	99.37s	x8.00	521.91T	989.52T	4.00q	1	8.17s	218.53q	1697	1929	36634	160				12602	0	478	491	500	6h 41m 35s	2	0	0	7.45M	0		0.00	2.22Q	$2.05M	Fast	10.77Q	29230	109.72T	0	62.63s	36.78K		0	946.78K	4.21s	142	8815	0	22	1h 41m 4s	640	3.10s	0	1.87K		0	32	336.71q		0		12763	1.69s	0	11+	86	96543	32	797	5
2025-09-06	15:20:00	Dropped Energy Shield for Super Tower, changed priority to closest at top, upgraded armor thorns mod from epic to mythic (+5%). Cannon was Death Penalty	tournament		0	61044	800.99Q	131	0	$340.35M	$266.61M	692	21.86s	5.70B	0		202.68M	4.90B	172.87M	20.80M	376.86M		0	0		0		0	0	0	363.08q	99.37s	x8.00	521.91T	989.52T	4.00q	1	8.17s	218.53q	1697	1929	36634	160				12602	0	478	491	500	6h 41m 35s	2	0	0	7.45M	0		0.00	2.22Q	$2.05M	Fast	10.77Q	29230	109.72T	0	62.63s	36.78K		0	946.78K	4.21s	142	8815	0	22	1h 41m 4s	640	3.10s	0	1.87K		0	32	336.71q		0		12763	1.69s	0	11+	86	96543	32	797	5
2025-09-06	11:05:00		tournament		0	56537	342.43Q	125	0	$262.91M	$203.89M	628	12.58s	5.35B	0		190.95M	4.59B	161.79M	19.82M	351.98M		0	0		0		0	0	0	128.58q	49.13s	x8.00	1.09q	1.26q	5.51q	0	5.56s	187.34q	3129	1661	24651	409				11416	0	458	470	448	6h 21m 25s	2	0	0	7.78M	0		0.00	1.74Q	$1.90M	Basic	5.80Q	27250	108.09T	0	27.50s	24.75K		0	807.71K	1.79s	133	8208	0	19	1h 35m 21s	563	1.08s	0	1.53K		0	25	348.10q		0		11637	1.35s	0	11+	71	88877	27	750	2
2025-09-06	09:23:00		farm		21	378456	2.44O	497	21	$25.31B	$17.18B	71.93K	0	3.11T	6.66B		71.52B	2.60T	201.97B	7.36B	212.54B		0	0		4.87B		0	2	27	0	39.66O	x8.00	818.63T	136.18q	3.29Q	0	0	2.22Q	0	25164	637677	76922				172908	0	1498	2120	1148	1d 18h 10m 5s	2	12	15	2.75B	0		3.21T	211.69Q	$13.11M	Ranged	4.37s	273904	15.86T	6	30.14O	638.58K		0	12.52M	67.97s	959	145513	0	1378	8h 34m 53s	3871	59.55s	272	8.97K		0	1418	0		0		167269	7.08O	0	10	4317	909613	1521	6556	1511
2025-09-06	00:44:00		tournament		0	37878	4.17Q	63	3	$195.09M	$124.59M	324	0	15.32B	20.66M		335.91M	13.94B	230.40M	37.45M	709.86M		0	0		51.37M		0	0	0	0	250.66Q	x8.00	105.11T	214.05T	853.55T	0	0	17.26q	0	2219	27578	169				6795	0	274	265	267	2h 59m 31s	0	2	3	11.25M	0		0.00	113.94q	$982.19K	Fast	282.23q	16673	15.86T	0	179.50Q	27.66K		0	301.14K	60.89Q	81	4463	0	5	44m 52s	294	21.39Q	20	1.13K		0	11	0		0		6836	5.69Q	0	11+	23	56469	7	494	110
2025-09-05	23:50:00		farm		21	387255	3.49O	521	21	$40.83B	$27.88B	75.45K	0	3.17T	6.60B		73.51B	2.65T	208.40B	7.60B	218.30B		0	0		4.95B		0	1	18	0	52.98O	x8.00	866.74T	137.72q	3.33Q	0	0	2.28Q	0	26128	656211	73044				180211	0	1341	1177	1042	1d 19h 4m 31s	6	6	24	2.80B	0		0.00	44.34Q	$13.40M	Scatter	4.36s	283893	0	4	40.40O	657.02K		0	12.56M	75.00s	985	152702	0	1496	9h 5m 6s	3969	65.81s	256	7.96K		0	1561	0		223.98s		172347	9.08O	0	10	4547	942240	1490	6692	1538
2025-09-04	16:23:00		farm		12	383369	2.63O	509	12	$3.46B	$1.97B	73.27K	218.06q	3.12T	6.23B		71.28B	2.61T	201.84B	7.33B	211.46B		0	0		4.75B		0	1	21	0	41.80O	x8.00	845.92T	121.85q	2.94Q	0	0	2.28Q	0	37460	648096	68942				176167	0	1310	1505	1063	1d 18h 28m 42s	8	0	33	2.75B	0		3.21T	43.75Q	$13.26M	Ranged	4.69s	275609	290.02T	0	31.89O	649.20K		0	12.39M	88.76s	979	148840	0	1515	8h 54m 47s	3878	77.85s	320	7.33K		0	1474	0		214.69s		170078	7.27O	0	10	4410	925795	1421	6610	1510
2025-09-04	13:33:00		farm		15	382900	2.47O	499	21	$12.90B	$8.35B	71.64K	0	2.86T	6.29B		65.76B	2.40T	183.25B	6.80B	194.76B		0	0		4.22B		0	3	21	0	41.83O	x8.00	800.67T	140.90q	3.40Q	0	0	13.20Q	0	35261	623368	72999				175137	0	1403	1527	1248	1d 18h 2m 44s	7	6	12	2.57B	0		0.00	257.75Q	$13.13M	Fast	25.94s	273061	0	3	32.07O	624.09K		0	12.00M	355.50s	960	147506	0	1473	8h 40m 40s	3749	309.57s	304	8.00K		0	1394	0		0		168378	7.29O	0	10	4360	918708	1493	6556	1505
2025-09-04	07:00:00		farm		27	380179	1.93O	504	24	$8.31B	$5.44B	69.61K	0	3.01T	6.21B		69.65B	2.51T	195.08B	7.17B	207.08B		0	0		4.97B		0	1	18	0	30.21O	x8.00	839.10T	117.61q	2.82Q	0	0	2.58Q	0	26805	616179	73734				175625	0	928	1290	989	1d 18h 11m 21s	3	6	3	2.71B	0		0.00	44.10Q	$13.13M	Fast	4.27s	277018	290.02T	6	23.06O	617.11K		0	12.13M	68.07s	954	147825	1	1411	8h 42m 35s	3822	59.01s	288	7.91K		0	1454	0		190.57s		168558	5.23O	0	10	4343	919148	1478	6589	1538
2025-09-03	21:53:00		farm		21	382238	3.40O	517	12	$10.79B	$6.76B	74.95K	934.11Q	3.06T	6.62B		70.12B	2.56T	196.69B	7.35B	207.92B		0	0		4.96B		0	2	24	0	56.53O	x8.00	821.89T	133.66q	3.08Q	0	0	2.42Q	0	27367	642384	74100				176592	0	906	1385	1085	1d 18h 1m 16s	10	14	30	2.68B	0		0.00	215.38Q	$13.25M	Fast	4.31s	277328	290.02T	4	43.45O	643.33K		0	12.49M	76.16s	986	148943	0	1480	8h 42m 31s	3841	67.02s	256	7.34K		0	1426	1.34Q		0		170029	9.68O	0	10	4407	923694	1501	6631	1534
2025-09-03	10:13:00	With PC	tournament		3	60130	2.59s	160	6	$571.12M	$469.78M	1.16K	70.20Q	10.40B	18.01M		577.86M	8.05B	386.08M	62.64M	1.22B		0	0		97.86M		0	1	6	0	27.34s	x8.00	2.62q	1.29q	7.97q	0	221.87Q	234.15q	827	6430	4047	11862				13327	0	686	677	688	9h 28m 1s	3	0	3	23.51M	0		0.00	1.24Q	$2.89M	Basic	7.86Q	28698	235.09T	0	3.63s	105.91K		0	1.53M	3.57s	184	10002	0	56	2h 21m 59s	871	2.84s	18	1.40K		0	41	204.82q		0		13700	17.24s	0	8+	148	98881	51	1129	15
2025-09-03	10:13:00	With PC	tournament		3	60130	2.59s	160	6	$571.12M	$469.78M	1.16K	70.20Q	10.40B	18.01M		577.86M	8.05B	386.08M	62.64M	1.22B		0	0		97.86M		0	1	6	0	27.34s	x8.00	2.62q	1.29q	7.97q	0	221.87Q	234.15q	827	6430	4047	11862				13327	0	686	677	688	9h 28m 1s	3	0	3	23.51M	0		0.00	1.24Q	$2.89M	Basic	7.86Q	28698	235.09T	0	3.63s	105.91K		0	1.53M	3.57s	184	10002	0	56	2h 21m 59s	871	2.84s	18	1.40K		0	41	204.82q		0		13700	17.24s	0	8+	148	98881	51	1129	15
2025-09-03	07:46:00		farm		12	376998	1.79O	505	36	$13.72B	$8.59B	72.34K	0	2.92T	6.35B		67.09B	2.45T	188.28B	7.03B	196.84B		0	0		4.62B		0	2	15	0	29.60O	x8.00	804.57T	128.46q	2.96Q	0	0	2.41Q	0	28168	613764	86364				173533	0	1270	1315	1019	1d 17h 58m 51s	4	10	30	2.72B	0		0.00	230.26Q	$13.05M	Basic	4.30s	272202	0	7	22.55O	614.46K		0	12.21M	72.89s	960	145325	0	1460	8h 40m 9s	3814	63.49s	240	7.28K		0	1431	0		0		166429	5.26O	0	10	4287	908012	1396	6546	1523
2025-09-02	21:41:00		farm		3	387045	3.22O	514	18	$16.76B	$10.96B	74.32K	0	2.59T	5.22B		61.05B	2.17T	159.21B	6.40B	180.94B		0	0		3.78B		0	0	15	0	54.66O	x8.00	818.53T	134.18q	3.10Q	0	0	2.69Q	0	29814	669128	68758				179524	0	1283	1485	1082	1d 18h 17m 42s	6	10	24	2.44B	0		3.21T	44.20Q	$13.33M	Ranged	4.09s	281648	0	3	42.51O	669.87K		0	12.72M	72.63s	971	150972	0	1007	8h 42m 49s	3881	63.20s	336	8.85K		0	1036	0		201.70s		172987	8.92O	0	10	3084	937575	1041	6658	1529
2025-09-02	13:26:00		farm		9	281050	76.84S	359	24	$17.73B	$11.75B	44.95K	67.85M	2.12T	4.42B		42.10B	1.82T	115.81B	4.47B	124.81B		0	0		3.77B		0	0	9	0	1.31O	x8.00	808.04T	89.09q	2.05Q	0	0	1.67Q	0	9358	450935	35667				105798	0	966	1408	1099	1d 6h 0m 36s	7	0	21	1.70B	0		3.21T	80.94Q	$9.43M	Ranged	1.75s	184455	0	0	1.02O	451.51K		0	8.77M	54.36s	681	87704	0	770	6h 10m 24s	2721	47.73s	220	5.86K		0	799	0		0		105574	204.63S	0	11	2400	606015	831	4706	1076
2025-09-02	06:36:00		farm		15	383868	2.58O	517	21	$9.62B	$6.16B	72.16K	2.42s	2.95T	6.10B		68.19B	2.47T	190.04B	7.15B	202.36B		0	0		4.60B		0	4	9	0	40.61O	x8.00	812.51T	132.03q	3.05Q	1	0	15.20Q	0	40863	625640	77197				177099	0	825	1262	1008	1d 18h 32m 53s	2	11	12	2.63B	0		3.21T	266.42Q	$13.25M	Ranged	24.63s	274898	0	8	30.89O	626.44K		0	12.40M	259.45s	978	148860	0	1423	8h 42m 12s	3892	224.98s	288	7.60K		0	1509	5.62Q		0		169766	7.14O	0	10	4395	927622	1463	6622	1522
2025-09-01	21:16:00	First farming run with WH+ unlocked, about 40% more tower hp, from 27.6T to 38.16T tower hp	farm		27	382041	2.32O	505	30	$9.84B	$6.20B	72.24K	9.39M	2.71T	5.63B		62.61B	2.27T	169.60B	6.56B	184.56B		0	0		3.80B		0	1	21	0	37.36O	x8.00	734.98T	124.78q	2.88Q	0	0	10.65Q	0	28833	631514	77741				174475	0	898	1394	1080	1d 18h 25m 40s	10	9	18	2.57B	0		3.21T	249.56Q	$13.16M	Ranged	22.96s	276556	544.38B	2	28.65O	632.47K		0	12.73M	234.95s	961	148136	0	1423	8h 39m 1s	3906	204.16s	368	7.03K		0	1498	932.36q		0		168270	6.38O	0	10	4369	920468	1448	6574	1510
2025-09-01	12:25:00		milestone		0	3491	285.54s	14	0	$5.33M	$3.03M	0	3.46s	784.55M	0		15.98M	715.70M	20.69M	1.92M	27.43M		0	0		0		0	0	0	236.32Q	6.12S	x8.00	117.82T	43.73T	271.35T	0	1.46S	45.34q	906	0	3493	43				473	0	61	69	63	1h 9m 53s	0	0	0	1.26M	0		0.00	99.23q	$284.16K	Boss	397.06q	1447	544.38B	0	4.01S	10.75K		0	219.71K	121.12s	14	228	0	0	17m 28s	88	1.22s	0	303		0	0	21.22q		0		365	241.50s	0	15	0	4585	0	120	0
2025-09-01	12:08:00		milestone		0	2411	58.89s	10	0	$3.04M	$1.54M	0	36.06Q	313.61M	0		6.14M	283.79M	11.47M	707.69K	10.83M		0	0		0		0	0	0	19.46Q	868.50s	x8.00	11.05T	35.06T	136.05T	0	173.22s	2.87q	518	0	2354	26				270	0	54	58	46	48m 55s	1	0	0	54.51K	0		51.69B	13.30q	$203.50K	Ranged	27.59q	957	362.02B	0	583.01s	7.44K		0	159.80K	17.25s	11	110	0	0	12m 13s	70	29.88Q	0	101		0	0	527.19T		0		209	36.08s	0	15	0	3021	0	84	0
2025-09-01	11:52:00	Milestone run: tourney card preset with PC core, micro around enabling UWs and card updates	milestone		3	4324	1.13S	18	0	$7.79M	$5.06M	0	3.28Q	1.79B	2.75M		37.40M	1.63B	35.45M	4.60M	77.79M		0	0		115.92M		0	0	0	0	15.79S	x8.00	67.72T	53.92T	254.42T	0	2.76S	27.99q	1053	0	4431	23				588	0	85	93	82	1h 23m 59s	1	0	0	1.18M	0		0.00	15.92q	$345.64K	Boss	70.50q	1817	362.02B	0	11.17S	14.11K		0	287.90K	272.57s	19	338	1	0	20m 59s	119	82.94Q	30	333		0	0	3.90q		0		518	459.74s	0	15	0	5805	0	144	0
2025-09-01	11:29:00	Milestone run: milestone card preset with PC core, micro around enabling UWs and card updates	milestone		6	3321	895.34s	12	0	$8.46M	$4.15M	0	1.02Q	1.54B	1.37M		22.73M	1.44B	23.68M	2.81M	47.63M		0	0		96.21M		0	0	0	0	11.31S	x8.00	81.21T	49.01T	260.10T	3	0	5.97q	0	0	4095	20				459	0	91	88	89	1h 3m 39s	1	0	3	961.96K	0		0.00	4.99q	$265.62K	Boss	22.83q	1350	312.20B	0	10.01S	13.25K		0	262.43K	153.77s	19	233	0	0	15m 54s	57	59.44Q	0	404		0	0	832.77T		0		420	250.98s	0	15	0	4464	0	145	35
2025-09-01	09:03:00		farm		21	381696	2.15O	508	12	$35.20B	$23.62B	69.29K	60.96Q	2.81T	6.31B		65.23B	2.35T	176.84B	6.81B	193.26B		0	0		4.24B		0	3	15	0	34.22O	x8.00	757.14T	118.84q	2.74Q	1	0	9.41Q	0	30519	642582	74882				175104	0	834	1395	1072	1d 17h 44m 14s	7	0	21	2.68B	0		3.21T	262.52Q	$13.13M	Ranged	23.85s	275837	0	0	26.29O	643.40K		0	12.49M	256.30s	965	148234	1	1400	8h 39m 37s	3854	221.28s	256	7.48K		0	1509	45.04Q		0		168846	5.78O	0	10	4284	922202	1375	6559	1507
2025-09-01	01:58:00		farm		12	378971	1.88O	502	12	$2.80B	$1.44B	69.94K	0	2.90T	5.82B		66.88B	2.43T	187.61B	7.01B	197.80B		0	0		4.43B		0	2	12	0	31.15O	x8.00	863.32T	113.11q	2.61Q	1	0	11.48Q	0	31916	627722	55157				173533	0	818	1304	1068	1d 17h 50m 13s	10	20	21	2.72B	0		0.00	234.60Q	$13.03M	Fast	22.06s	272625	0	10	23.93O	628.76K		0	12.26M	246.38s	969	146121	0	703	8h 49m 50s	3809	213.52s	304	7.82K		0	709	40.66Q		0		166120	5.34O	0	10	2122	909596	710	6518	1506
2025-08-31	15:47:00		farm		21	349463	335.11S	452	18	$5.40B	$3.02B	53.57K	0	1.48T	3.11B		33.43B	1.24T	94.39B	1.36B	97.49B		0	0		2.65B		0	3	9	0	5.86O	x8.00	600.80T	73.54q	1.39Q	1	0	7.07Q	0	25762	561487	51290				151094	0	1291	1883	1220	1d 14h 4m 37s	8	0	15	899.37M	0		3.02T	0	$11.94M	Ranged	21.82s	244872	213.79B	0	4.53O	562.30K		0	10.53M	273.47s	876	126974	0	1150	8h 4m 30s	3495	236.85s	208	5.93K		0	1224	0		0		145754	998.78S	0	10	3574	812980	1200	5975	1380
2025-08-30	19:00:00		tournament		0	19180	362.99q	299	0	$89.30M	$68.42M	66	89.38Q	2.07B	0		76.74M	1.77B	71.44M	2.47M	138.27M		0	0		0		0	0	0	15.82T	112.61Q	x8.00	1.22q	564.25T	3.20q	0	845.64q	1.91q	288	379	741	326				4945	0	283	290	287	4h 1m 29s	1	0	0	1.98M	0		0.00	0	$1.20M	Basic	57.63q	10037	219.60T	0	2.37Q	18.60K		0	690.96K	16.75Q	248	2918	0	5	1h 0m 22s	393	5.65Q	0	2.42K		0	2	14.73q		0		4903	2.83Q	0	11+	9	32562	2	475	0
2025-08-30	08:49:00		tournament		0	18360	220.57q	297	0	$75.11M	$57.82M	45	72.37Q	2.07B	0		77.33M	1.77B	70.73M	2.77M	138.39M		0	0		0		0	0	0	10.70B	84.01Q	x8.00	1.57q	239.12T	2.41q	1	646.35q	1.70q	69	233	173	366				4529	0	247	257	262	3h 53m 30s	1	0	0	2.94M	0		0.00	0	$1.18M	Basic	22.09q	9442	315.61T	0	1.39Q	11.89K		0	493.09K	7.62Q	217	2793	0	5	58m 22s	353	1.35Q	0	2.33K		0	2	6.44q		0		4778	1.74Q	0	11+	9	31043	2	459	0
2025-08-30	07:47:00		tournament		0	17525	182.44q	267	0	$77.92M	$58.96M	61	42.45Q	1.91B	0		71.35M	1.63B	66.10M	2.68M	127.80M		0	0		0		0	0	0	7.28B	57.03Q	x8.00	307.39T	561.18T	2.28q	1	448.59q	1.52q	287	374	650	149				4437	0	267	248	284	3h 44m 55s	1	0	0	2.58M	0		0.00	0	$1.14M	Tank	40.76q	8933	20.61T	0	1.42Q	16.39K		0	598.56K	11.52Q	218	2596	0	5	56m 13s	325	3.52Q	0	2.08K		0	2	9.95q		0		4188	955.38q	0	11+	9	29300	2	442	0
2025-08-30	06:44:00		farm		15	312546	16.68S	405	15	$62.27B	$40.95B	40.38K	17.58M	818.27B	1.73B		19.20B	697.26B	39.64B	788.40M	57.20B		0	0		1.35B		0	4	12	0	302.34S	x8.00	1.65q	25.91q	488.92q	1	0	994.24q	0	29216	472224	33262				125586	0	1518	1831	1311	1d 9h 38m 7s	1	7	15	578.19M	0		0.00	0	$10.56M	Fast	2.13s	207167	16.78T	7	230.95S	472.91K		0	8.36M	43.21s	775	105750	0	879	6h 57m 51s	3123	37.54s	224	4.99K		0	914	2.60Q		66.04s		124409	54.59S	0	10	2729	698041	936	5283	1220
2025-08-29	23:14:00		farm		27	355048	288.42S	459	9	$9.19B	$5.80B	54.19K	127.26Q	1.55T	3.14B		35.76B	1.30T	100.72B	1.43B	106.78B		0	0		2.53B		0	3	15	0	5.24O	x8.00	582.30T	75.02q	1.37Q	0	0	1.38Q	0	25569	589340	54162				154418	0	1415	1850	1155	1d 14h 38m 46s	8	13	3	1.01B	0		0.00	0	$12.08M	Basic	3.84s	248696	0	3	4.07O	590.00K		0	11.16M	49.10s	894	130159	1	1251	8h 6m 38s	3466	42.59s	272	5.54K		0	1179	5.74Q		146.79s		150750	877.34S	0	10	3588	828439	1158	6033	1384
2025-08-29	15:07:00		farm		18	352833	286.82S	465	24	$16.37B	$10.64B	55.04K	184.92q	1.55T	3.14B		35.79B	1.30T	100.65B	1.44B	106.96B		0	0		2.60B		0	0	6	0	5.15O	x8.00	590.27T	71.50q	1.31Q	0	0	1.45Q	0	25512	574019	51632				152744	0	1518	1947	1146	1d 14h 30m 27s	6	5	15	1.01B	0		3.00T	0	$12.02M	Ranged	3.64s	246743	0	2	4.01O	574.75K		0	10.81M	49.57s	871	128996	0	1173	8h 7m 13s	3529	43.03s	240	7.55K		0	1210	5.43Q		136.12s		149595	846.95S	0	10	3608	823090	1225	6025	1397
2025-08-29	06:43:00		farm		24	354040	342.07S	467	9	$23.54B	$15.38B	56.21K	0	1.57T	3.00B		35.92B	1.32T	100.58B	1.48B	107.14B		0	0		2.49B		0	2	21	0	6.05O	x8.00	701.00T	79.05q	1.44Q	0	0	1.54Q	0	23925	582981	22922				154207	0	1043	1340	1194	1d 14h 51m 23s	8	15	15	1.04B	0		0.00	29.44Q	$12.09M	Fast	3.69s	249653	1.44T	8	4.67O	583.70K		0	11.50M	43.53s	892	129902	1	281	8h 11m 35s	3546	37.96s	272	6.03K		0	299	0		0		150203	1.04O	0	10	855	827559	275	6043	1393
2025-08-28	16:23:00		farm		18	349521	278.47S	458	18	$27.21B	$17.82B	54.42K	0	1.49T	3.05B		33.87B	1.25T	93.17B	1.37B	100.27B		0	0		2.66B		0	0	15	0	5.06O	x8.00	571.44T	66.36q	1.21Q	0	0	1.64Q	0	25621	566495	43635				150966	0	1148	1474	1184	1d 14h 8m 27s	8	0	15	966.06M	0		3.00T	0	$11.90M	Ranged	3.82s	243431	0	0	3.94O	567.22K		0	10.44M	71.58s	863	127234	2	999	8h 10m 45s	3515	62.36s	400	6.83K		0	926	0		147.30s		146385	839.52S	0	10	2874	810712	949	5969	1389
2025-08-28	07:06:00		farm		15	352183	373.35S	467	6	$20.68B	$13.66B	52.80K	980.49K	1.56T	3.00B		36.33B	1.30T	102.04B	1.45B	108.45B		0	0		2.42B		0	2	24	0	6.48O	x8.00	571.09T	75.75q	1.38Q	0	0	6.83Q	0	44771	554101	56747				153600	0	1241	1732	1202	1d 14h 32m 19s	4	20	21	1.01B	0		2.93T	0	$12.06M	Ranged	27.76s	241377	131.50B	10	5.01O	554.76K		0	10.50M	228.35s	886	128783	0	1144	8h 5m 54s	3564	198.04s	336	6.17K		0	1275	0		0		148440	1.09O	0	10	3565	824041	1146	6031	1392
2025-08-27	18:16:00		farm		24	352498	285.99S	467	30	$12.42B	$8.00B	53.44K	0	1.46T	2.77B		34.09B	1.23T	94.40B	1.34B	101.48B		0	0		2.39B		0	0	6	0	5.06O	x8.00	543.40T	74.44q	1.36Q	0	0	10.40Q	0	29232	552950	59388				151334	0	1518	1402	1152	1d 14h 17m 33s	7	0	24	979.13M	0		0.00	0	$11.98M	Basic	20.68s	244568	120.38T	0	3.90O	553.80K		0	10.56M	206.10s	892	127198	0	1189	7h 59m 22s	3523	177.49s	272	5.77K		0	1190	0		0		148204	867.87S	0	10	3576	817987	1197	6000	1391
2025-08-27	09:39:00		tournament		6	100377	1.63s	162	0	$830.35M	$668.12M	870	32.14s	5.55B	9.53M		290.33M	4.43B	230.98M	11.01M	540.79M		0	0		34.87M		0	2	3	0	72.02s	x8.00	2.09q	876.24T	5.62q	0	17.01s	46.45q	6113	7969	5253	18463				22700	0	670	698	707	9h 39m 37s	3	0	0	8.95M	0		0.00	0	$2.95M	Basic	18.25Q	49299	120.38T	0	4.08s	128.02K		0	1.89M	3.45s	182	17421	0	43	2h 24m 54s	891	2.66s	18	1.13K		0	43	3.93Q		0		23900	13.69s	0	8+	148	166180	62	1138	0
2025-08-27	09:39:00		tournament		6	100377	1.63s	162	0	$830.35M	$668.12M	870	32.14s	5.55B	9.53M		290.33M	4.43B	230.98M	11.01M	540.79M		0	0		34.87M		0	2	3	0	72.02s	x8.00	2.09q	876.24T	5.62q	0	17.01s	46.45q	6113	7969	5253	18463				22700	0	670	698	707	9h 39m 37s	3	0	0	8.95M	0		0.00	0	$2.95M	Basic	18.25Q	49299	120.38T	0	4.08s	128.02K		0	1.89M	3.45s	182	17421	0	43	2h 24m 54s	891	2.66s	18	1.13K		0	43	3.93Q		0		23900	13.69s	0	8+	148	166180	62	1138	0
2025-08-27	07:11:00		farm		33	314677	19.44S	410	21	$57.90B	$37.91B	39.75K	0	1.27T	2.32B		29.10B	1.07T	81.90B	1.12B	86.66B		0	0		2.19B		0	1	18	0	339.22S	x8.00	644.14T	29.99q	547.38q	0	0	856.93q	0	25470	467103	53220				126580	0	1471	1562	1203	1d 9h 50m 20s	3	13	9	839.53M	0		0.00	15.80Q	$10.62M	Fast	2.71s	210453	0	7	253.62S	467.92K		0	8.91M	31.65s	769	107079	0	925	7h 0m 14s	3117	27.19s	176	6.41K		0	915	0		0		125021	66.13S	0	10	2792	703472	952	5317	1229
2025-08-26	23:13:00		farm		15	346776	337.89S	449	18	$5.15B	$3.23B	53.45K	6.42s	1.43T	2.66B		33.62B	1.19T	94.02B	1.32B	100.04B		0	0		2.44B		0	3	6	0	5.91O	x8.00	548.13T	74.49q	1.36Q	0	0	2.00Q	0	23150	563252	58856				148150	0	1337	1894	1224	1d 13h 20m 47s	4	7	6	940.41M	0		2.89T	34.03Q	$11.75M	Ranged	3.80s	240936	0	3	4.59O	563.91K		0	10.97M	62.94s	860	125039	1	1142	7h 38m 52s	3425	55.08s	224	5.45K		0	1159	8.50Q		0		144282	977.53S	0	10	3434	801745	1133	5883	1359
